ad_id,user_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,publisher_platforms,impressions_min,impressions_max,spend_min,spend_max,currency,age_group,gender,target_ages,target_gender,target_locations,ad_interests,estimated_audience_size_min,estimated_audience_size_max
AD_4994186517,USER_000104,746137,StreamingService,2025-06-19,2025-06-22,2025-07-24,Discover amazing budget_travel opportunities,Facebook,2874,4518,89,309,USD,25-34,Male,25-34,Male,770XX,"music,streaming_services,budget_travel,gaming,education",9852,82920
AD_7964539997,USER_000105,302548,TravelAgency,2025-10-04,2025-10-11,2025-10-30,Discover amazing concerts opportunities,Facebook,4118,4673,30,114,USD,65+,Female,65+,Female,100XX,"retirement_planning,travel,discount_shopping,home_decor,concerts",6030,22041
AD_4519284149,USER_000106,583359,GamingCompany,2025-10-05,2025-10-09,2025-11-18,Discover amazing streaming_services opportunities,"Facebook,Instagram",4187,6143,85,529,USD,25-34,Male,25-34,Male,770XX,"streaming_services,gaming,luxury_travel,luxury_cars,restaurants,retirement_planning",5669,65034
AD_5319554145,USER_000107,192495,TechCorp,2025-09-27,2025-09-29,2025-11-26,Discover amazing streaming_services opportunities,Facebook,7370,8074,80,286,USD,18-24,Male,18-24,Male,330XX,"online_shopping,streaming_services,luxury_brands,luxury_travel,tech_news,budget_travel",7000,61280
AD_8086619607,USER_000108,302548,TravelAgency,2025-07-24,2025-07-30,2025-08-18,Discover amazing luxury_travel opportunities,Facebook,6272,7271,74,197,USD,65+,Female,65+,Female,900XX,"retirement_planning,luxury_travel,luxury_travel,investing,home_decor",9306,22516
AD_4075514987,USER_000109,746137,StreamingService,2025-07-31,2025-08-02,2025-09-08,Discover amazing online_courses opportunities,Instagram,2615,4031,36,446,USD,35-44,Female,35-44,Female,980XX,"real_estate,parenting,online_courses,election_news",6796,51015
AD_1992307280,USER_000110,192495,TechCorp,2025-05-28,2025-05-31,2025-06-21,Discover amazing streaming_services opportunities,Facebook,3758,5435,54,459,USD,18-24,Female,18-24,Female,850XX,"gaming,streaming_services,luxury_brands,investing,certifications,movies,running,cruise_travel",1494,71793
AD_2243180493,USER_000111,302548,TravelAgency,2025-08-05,2025-08-10,2025-09-01,Discover amazing discount_shopping opportunities,"Facebook,Instagram",1144,1649,83,381,USD,55-64,Female,55-64,Female,330XX,"golf,luxury_travel,discount_shopping,luxury_cars,gadgets,yoga,supplements,investing",4043,27920
AD_5774369519,USER_000112,302548,TravelAgency,2025-09-11,2025-09-12,2025-11-07,Discover amazing golf opportunities,Facebook,1780,3579,67,453,USD,55-64,Female,55-64,Female,100XX,"travel,golf,budget_travel,home_decor,fitness",3260,78851
AD_7315522655,USER_000113,385006,OnlineRetailer,2025-09-27,2025-09-28,2025-11-17,Discover amazing motorcycles opportunities,Instagram,3158,3942,65,130,USD,35-44,Female,35-44,Female,770XX,"professional_development,real_estate,luxury_brands,real_estate,conservative_politics,motorcycles",2001,65504
AD_2250334278,USER_000114,192495,TechCorp,2025-09-29,2025-10-06,2025-11-30,Discover amazing tech_news opportunities,"Facebook,Instagram",6282,8130,13,477,USD,35-44,Male,35-44,Male,900XX,"real_estate,professional_development,budget_travel,tech_news,fitness,childcare,supplements",9121,72119
AD_5087746514,USER_000115,385006,OnlineRetailer,2025-07-13,2025-07-19,2025-08-07,Discover amazing investing opportunities,Instagram,1731,2651,60,208,USD,55-64,Female,55-64,Female,100XX,"wine,retirement_planning,luxury_brands,investing,fashion",7604,48735
AD_4973636917,USER_000116,302548,TravelAgency,2025-09-12,2025-09-14,2025-10-19,Discover amazing real_estate opportunities,"Facebook,Instagram",6716,8689,94,385,USD,45-54,Male,45-54,Male,770XX,"real_estate,parenting,luxury_travel",1316,44984
AD_1090593329,USER_000117,302548,TravelAgency,2025-07-02,2025-07-04,2025-08-18,Discover amazing fitness opportunities,"Facebook,Instagram",1295,1903,47,523,USD,25-34,Female,25-34,Female,770XX,"online_shopping,fitness,luxury_brands,luxury_travel,wellness",9768,67122
AD_5210420528,USER_000118,302548,TravelAgency,2025-05-14,2025-05-18,2025-05-30,Discover amazing real_estate opportunities,Instagram,5443,6617,78,181,USD,35-44,Male,35-44,Male,850XX,"professional_development,real_estate,real_estate,investing,football,computers",3145,68912
AD_9807481943,USER_000119,302548,TravelAgency,2025-08-23,2025-08-24,2025-10-01,Discover amazing investing opportunities,"Facebook,Instagram",342,1252,42,148,USD,55-64,Female,55-64,Female,600XX,"wine,luxury_travel,investing,real_estate,fashion,university,wellness,conservative_politics",4591,60674
AD_1031869651,USER_000120,192495,TechCorp,2025-05-18,2025-05-23,2025-06-23,Discover amazing luxury_travel opportunities,Instagram,4771,6236,18,268,USD,18-24,Male,18-24,Male,330XX,"streaming_services,music,luxury_travel,investing,nutrition,fitness,discount_shopping,conservative_politics",1810,41976
AD_3608006164,USER_000121,583359,GamingCompany,2025-08-09,2025-08-15,2025-10-04,Discover amazing professional_development opportunities,Instagram,681,2524,95,259,USD,18-24,Female,18-24,Female,850XX,"fitness,gaming,discount_shopping,home_decor,beach_destinations,professional_development,liberal_politics",5229,86273
AD_1301640784,USER_000122,192495,TechCorp,2025-08-08,2025-08-12,2025-09-15,Discover amazing computers opportunities,Facebook,2781,4489,67,155,USD,25-34,Female,25-34,Female,980XX,"music,fitness,discount_shopping,wellness,motorcycles,conservative_politics,tech_news,computers",4629,19446
AD_8056168841,USER_000123,302548,TravelAgency,2025-09-23,2025-09-24,2025-10-03,Discover amazing budget_travel opportunities,Instagram,1277,2308,55,244,USD,65+,Male,65+,Male,770XX,"travel,wine,budget_travel,football,smartphones,political_activism",5693,77635
AD_5348496732,USER_000124,746137,StreamingService,2025-10-04,2025-10-08,2025-10-29,Discover amazing gaming opportunities,Instagram,4648,5696,20,425,USD,25-34,Female,25-34,Female,770XX,"gaming,music,budget_travel,wellness,election_news",8922,48125
AD_6773873756,USER_000125,583359,GamingCompany,2025-10-06,2025-10-08,2025-12-04,Discover amazing streaming_services opportunities,"Facebook,Instagram",3984,5241,88,231,USD,25-34,Male,25-34,Male,600XX,"online_shopping,streaming_services,discount_shopping,basketball,concerts",4323,40763
AD_8699351810,USER_000126,302548,TravelAgency,2025-08-04,2025-08-11,2025-09-12,Discover amazing luxury_travel opportunities,Instagram,1765,2574,98,317,USD,55-64,Female,55-64,Female,900XX,"retirement_planning,golf,investing,luxury_travel,real_estate,software,restaurants",1821,70564
AD_1722488203,USER_000127,302548,TravelAgency,2025-07-04,2025-07-07,2025-08-09,Discover amazing wellness opportunities,Instagram,2707,3561,78,495,USD,65+,Female,65+,Female,980XX,"travel,retirement_planning,luxury_cars,luxury_travel,wellness",2659,78297
AD_8953745056,USER_000128,746137,StreamingService,2025-09-02,2025-09-07,2025-10-07,Discover amazing music opportunities,"Facebook,Instagram",3221,4821,59,218,USD,25-34,Male,25-34,Male,330XX,"gaming,music,online_courses",9060,46955
AD_4892449449,USER_000129,295351,FashionBrand,2025-09-08,2025-09-09,2025-10-02,Discover amazing organic_food opportunities,Facebook,1769,2789,47,396,USD,18-24,Female,18-24,Female,980XX,"online_shopping,music,discount_shopping,home_decor,organic_food,parenting,online_courses",3335,60614
AD_2236665809,USER_000130,302548,TravelAgency,2025-06-30,2025-07-01,2025-07-22,Discover amazing football opportunities,Facebook,3670,4207,81,238,USD,18-24,Male,18-24,Male,100XX,"online_shopping,fitness,luxury_travel,investing,football,adventure_travel,basketball,organic_food",7071,50406
AD_5033285708,USER_000131,385006,OnlineRetailer,2025-05-26,2025-05-31,2025-07-16,Discover amazing parenting opportunities,"Facebook,Instagram",3293,4721,11,96,USD,45-54,Male,45-54,Male,330XX,"real_estate,parenting,online_courses,running,luxury_brands",9033,32161
AD_2432735502,USER_000132,583359,GamingCompany,2025-07-02,2025-07-06,2025-08-13,Discover amazing wellness opportunities,"Facebook,Instagram",2696,4296,92,528,USD,25-34,Female,25-34,Female,850XX,"streaming_services,music,discount_shopping,wellness,family_activities,tech_news,electric_vehicles",1386,74407
AD_9174750260,USER_000133,302548,TravelAgency,2025-07-25,2025-07-26,2025-08-23,Discover amazing travel opportunities,"Facebook,Instagram",7204,7749,12,299,USD,65+,Male,65+,Male,600XX,"golf,travel,real_estate",7688,56088
AD_9471645218,USER_000134,746137,StreamingService,2025-10-02,2025-10-04,2025-10-22,Discover amazing budget_travel opportunities,Facebook,3601,4258,48,341,USD,35-44,Female,35-44,Female,900XX,"investing,parenting,budget_travel,home_decor,tech_news,gadgets,cooking,wellness",5283,64018
AD_9128165414,USER_000135,302548,TravelAgency,2025-09-01,2025-09-04,2025-09-13,Discover amazing luxury_travel opportunities,"Facebook,Instagram",1624,3005,67,319,USD,35-44,Female,35-44,Female,600XX,"real_estate,parenting,real_estate,luxury_travel,home_decor,education,football",7466,69656
AD_3210955524,USER_000136,302548,TravelAgency,2025-05-30,2025-06-02,2025-06-14,Discover amazing music opportunities,Instagram,2579,3857,47,451,USD,55-64,Male,55-64,Male,900XX,"luxury_travel,wine,discount_shopping,music",3758,40393
AD_4845867924,USER_000137,302548,TravelAgency,2025-05-17,2025-05-21,2025-06-21,Discover amazing professional_development opportunities,Facebook,5982,6492,67,398,USD,45-54,Female,45-54,Female,850XX,"professional_development,investing,luxury_travel",5275,56331
AD_3382007914,USER_000138,138365,FitnessCenter,2025-06-05,2025-06-08,2025-08-03,Discover amazing investing opportunities,Instagram,5484,7252,92,544,USD,45-54,Male,45-54,Male,900XX,"investing,real_estate,real_estate,luxury_cars",6711,13995
AD_2692848913,USER_000139,385006,OnlineRetailer,2025-08-31,2025-09-01,2025-09-30,Discover amazing real_estate opportunities,Instagram,1432,3284,87,478,USD,45-54,Male,45-54,Male,770XX,"real_estate,parenting,luxury_brands,real_estate,football,electric_vehicles,smartphones",7112,66206
AD_9956064326,USER_000140,302548,TravelAgency,2025-08-23,2025-08-29,2025-10-14,Discover amazing golf opportunities,Instagram,1959,2753,81,194,USD,65+,Male,65+,Male,850XX,"travel,golf,luxury_cars,real_estate,cycling,soccer",5233,99289
AD_9094715766,USER_000141,302548,TravelAgency,2025-08-04,2025-08-06,2025-09-09,Discover amazing basketball opportunities,"Facebook,Instagram",4043,5027,70,431,USD,55-64,Male,55-64,Male,330XX,"luxury_travel,golf,online_courses,basketball,childcare,motorcycles,political_activism,car_maintenance",6565,17049
AD_4320332669,USER_000142,192495,TechCorp,2025-06-11,2025-06-17,2025-07-29,Discover amazing basketball opportunities,Facebook,3265,5149,94,224,USD,25-34,Male,25-34,Male,100XX,"gaming,music,budget_travel,basketball,retirement_planning,wine,certifications",2772,44632
AD_3107035536,USER_000143,302548,TravelAgency,2025-08-09,2025-08-16,2025-09-12,Discover amazing yoga opportunities,Instagram,378,1950,34,436,USD,55-64,Male,55-64,Male,600XX,"retirement_planning,travel,budget_travel,cooking,yoga,luxury_brands",6134,20666
AD_4515063078,USER_000144,302548,TravelAgency,2025-09-18,2025-09-25,2025-10-13,Discover amazing budget_travel opportunities,Facebook,429,1717,18,105,USD,35-44,Female,35-44,Female,330XX,"investing,real_estate,luxury_brands,luxury_travel,budget_travel",9088,73760
AD_9201297036,USER_000145,295351,FashionBrand,2025-06-22,2025-06-29,2025-08-09,Discover amazing luxury_brands opportunities,Instagram,3637,5087,40,322,USD,45-54,Female,45-54,Female,330XX,"parenting,investing,luxury_brands",7810,25994
AD_5819127447,USER_000146,452886,FinanceApp,2025-07-13,2025-07-20,2025-08-17,Discover amazing professional_development opportunities,Facebook,7959,9497,84,475,USD,45-54,Female,45-54,Female,850XX,"real_estate,professional_development,real_estate",5971,11273
AD_2635713674,USER_000147,302548,TravelAgency,2025-05-27,2025-06-03,2025-06-17,Discover amazing luxury_travel opportunities,Facebook,714,1557,17,249,USD,65+,Female,65+,Female,330XX,"golf,luxury_travel,online_courses,wellness,real_estate,home_decor",5333,12732
AD_6792587596,USER_000148,302548,TravelAgency,2025-06-20,2025-06-27,2025-08-19,Discover amazing music opportunities,"Facebook,Instagram",5514,7102,58,467,USD,25-34,Female,25-34,Female,900XX,"online_shopping,music,luxury_travel,real_estate,wellness,baseball,education,concerts",7371,59976
AD_2263656991,USER_000149,770926,SportsGear,2025-07-11,2025-07-15,2025-08-03,Discover amazing home_decor opportunities,Facebook,2094,2845,76,228,USD,35-44,Male,35-44,Male,850XX,"investing,parenting,online_courses,home_decor,wellness,motorcycles,wine,nutrition",1748,67535
AD_7588641079,USER_000150,583359,GamingCompany,2025-07-27,2025-07-28,2025-09-01,Discover amazing home_decor opportunities,Instagram,4119,5556,34,128,USD,25-34,Female,25-34,Female,770XX,"streaming_services,music,budget_travel,home_decor,basketball",4123,94569
AD_2778567197,USER_000151,385006,OnlineRetailer,2025-08-08,2025-08-11,2025-09-02,Discover amazing real_estate opportunities,Facebook,7384,8868,20,208,USD,35-44,Female,35-44,Female,900XX,"real_estate,professional_development,investing,luxury_brands,home_decor,online_shopping,yoga",7051,72896
AD_2906559795,USER_000152,302548,TravelAgency,2025-08-25,2025-08-30,2025-10-05,Discover amazing car_maintenance opportunities,Facebook,1244,2422,17,381,USD,55-64,Male,55-64,Male,330XX,"luxury_travel,retirement_planning,budget_travel,childcare,cooking,car_maintenance",3686,57748
AD_1225799146,USER_000153,192495,TechCorp,2025-09-01,2025-09-04,2025-09-11,Discover amazing fashion opportunities,Instagram,6947,8917,55,279,USD,65+,Female,65+,Female,980XX,"luxury_travel,travel,luxury_cars,luxury_travel,parenting,baseball,fashion,streaming_services",1922,11374
AD_1716514930,USER_000154,302548,TravelAgency,2025-06-07,2025-06-14,2025-07-13,Discover amazing wine opportunities,Facebook,4586,6148,68,140,USD,55-64,Female,55-64,Female,900XX,"wine,travel,budget_travel,home_decor",1316,83635
AD_3256031096,USER_000155,583359,GamingCompany,2025-10-03,2025-10-05,2025-10-24,Discover amazing home_decor opportunities,Instagram,3002,3653,25,275,USD,55-64,Female,55-64,Female,330XX,"golf,wine,luxury_cars,investing,home_decor,family_activities",1576,21934
AD_4282716970,USER_000156,302548,TravelAgency,2025-05-29,2025-05-31,2025-06-19,Discover amazing online_courses opportunities,"Facebook,Instagram",539,2338,23,263,USD,65+,Female,65+,Female,100XX,"travel,retirement_planning,online_courses,computers,credit_cards,theater",3261,68843
AD_4230234918,USER_000157,302548,TravelAgency,2025-09-27,2025-10-02,2025-11-29,Discover amazing luxury_cars opportunities,Facebook,4240,5882,14,324,USD,65+,Male,65+,Male,100XX,"retirement_planning,luxury_travel,budget_travel,beach_destinations,fitness,supplements,luxury_cars,mental_health",5726,21214
AD_3067833423,USER_000158,583359,GamingCompany,2025-07-06,2025-07-07,2025-07-22,Discover amazing political_activism opportunities,Instagram,4560,5958,49,514,USD,65+,Male,65+,Male,850XX,"golf,wine,budget_travel,gaming,political_activism,university,cycling,running",5613,60994
AD_2123502694,USER_000159,192495,TechCorp,2025-07-07,2025-07-13,2025-08-20,Discover amazing real_estate opportunities,"Facebook,Instagram",6458,7363,31,420,USD,45-54,Male,45-54,Male,850XX,"real_estate,parenting,online_courses",6284,73028
AD_5898871428,USER_000160,746137,StreamingService,2025-05-25,2025-05-28,2025-06-26,Discover amazing luxury_cars opportunities,Facebook,2772,4704,39,186,USD,25-34,Female,25-34,Female,900XX,"streaming_services,online_shopping,online_courses,luxury_cars,budget_travel,concerts,real_estate",5380,24752
AD_2256288444,USER_000161,302548,TravelAgency,2025-09-16,2025-09-22,2025-10-28,Discover amazing luxury_travel opportunities,Facebook,7068,8516,22,350,USD,35-44,Male,35-44,Male,330XX,"investing,parenting,luxury_travel",9492,59809
AD_5982070499,USER_000162,302548,TravelAgency,2025-06-24,2025-06-30,2025-08-08,Discover amazing home_decor opportunities,"Facebook,Instagram",3940,4854,82,328,USD,65+,Female,65+,Female,600XX,"travel,retirement_planning,discount_shopping,home_decor,cooking",8621,88193
AD_6809235961,USER_000163,583359,GamingCompany,2025-07-12,2025-07-13,2025-08-13,Discover amazing luxury_cars opportunities,"Facebook,Instagram",4478,6387,76,539,USD,45-54,Male,45-54,Male,100XX,"real_estate,parenting,budget_travel,gaming,conservative_politics,luxury_cars,online_shopping,election_news",7685,67208
AD_7655657216,USER_000164,302548,TravelAgency,2025-09-01,2025-09-07,2025-09-21,Discover amazing luxury_cars opportunities,"Facebook,Instagram",6064,7538,37,439,USD,35-44,Male,35-44,Male,900XX,"real_estate,professional_development,luxury_cars,luxury_travel,education",7203,45251
AD_3650371608,USER_000165,583359,GamingCompany,2025-10-06,2025-10-07,2025-10-21,Discover amazing professional_development opportunities,Instagram,762,1546,24,406,USD,55-64,Male,55-64,Male,850XX,"golf,wine,discount_shopping,gaming,professional_development",7146,49899
AD_6421566614,USER_000166,192495,TechCorp,2025-10-07,2025-10-12,2025-10-29,Discover amazing gaming opportunities,Instagram,2401,4085,16,253,USD,18-24,Female,18-24,Female,600XX,"streaming_services,gaming,real_estate,luxury_brands,basketball,mental_health,movies",6293,93347
